Date,Open,High,Low,Close,Adj Close,Volume,Stock
2023-10-12,107.589996,107.839996,106.089996,106.470001,105.505226,31183000,XOM
2023-10-13,108.029999,110.199997,107.839996,109.870003,108.87442,30276500,XOM
2023-10-16,110.5,110.68,109.129997,109.949997,108.95369,18452000,XOM
2023-10-17,109.730003,111.800003,109.68,111.389999,110.380646,19775400,XOM
2023-10-18,111.82,113.389999,111.699997,112.949997,111.926506,23380300,XOM
2023-10-19,112.720001,113.970001,111.330002,113.019997,111.995872,20972500,XOM
2023-10-20,112.919998,113.32,110.790001,111.080002,110.073456,22439800,XOM
2023-10-23,110.629997,110.959999,108.68,109.449997,108.458221,18185000,XOM
2023-10-24,109.699997,109.82,108.120003,108.389999,107.407829,16786100,XOM
2023-10-25,108.519997,109.5,108.129997,108.589996,107.60601,22047300,XOM
2023-10-26,107.449997,108.339996,106.5,107.599998,106.624985,18768300,XOM
2023-10-27,108.889999,109.860001,104.959999,105.550003,104.593567,23092000,XOM
2023-10-30,105.739998,106.419998,105.209999,105.879997,104.92057,19379900,XOM
2023-10-31,105.580002,106.160004,104.540001,105.849998,104.890846,22185200,XOM
2023-10-02,393.600006,396.359985,392.450012,395.850006,395.276978,2856800,MA
2023-10-03,394.5,397.859985,388.970001,391.059998,390.493927,2527900,MA
2023-10-04,392.0,394.470001,388.579987,393.76001,393.190033,1813400,MA
2023-10-05,390.390015,394.720001,390.0,394.200012,394.200012,2116600,MA
2023-10-06,393.230011,401.0,390.5,397.970001,397.970001,2484000,MA
2023-10-09,394.459991,396.5,389.579987,394.73999,394.73999,2475100,MA
2023-10-10,395.540009,402.720001,393.850006,400.369995,400.369995,2713800,MA
2023-10-11,403.25,405.130005,397.359985,399.809998,399.809998,2055600,MA
2023-10-12,403.799988,405.339996,397.320007,399.899994,399.899994,1779000,MA
2023-10-13,398.809998,402.140015,395.079987,398.029999,398.029999,2235600,MA
2023-10-16,400.23999,404.429993,398.779999,401.160004,401.160004,2202100,MA
2023-10-17,399.640015,403.609985,398.450012,401.769989,401.769989,2176000,MA
2023-10-18,399.109985,401.369995,392.559998,393.209991,393.209991,1951400,MA
2023-10-19,393.850006,394.829987,385.5,387.869995,387.869995,3472800,MA
2023-10-20,387.869995,389.98999,384.170013,384.410004,384.410004,2652500,MA
2023-10-23,382.309998,387.859985,381.0,383.670013,383.670013,1771800,MA
2023-10-24,385.5,389.429993,383.869995,386.910004,386.910004,2003300,MA
2023-10-25,384.0,388.630005,382.23999,386.309998,386.309998,3504500,MA
2023-10-26,371.019989,375.549988,363.040009,364.589996,364.589996,6920100,MA
2023-10-27,366.48999,368.290009,359.769989,364.079987,364.079987,3624900,MA
2023-10-30,366.519989,373.230011,364.720001,372.420013,372.420013,3386400,MA
2023-10-31,373.320007,377.679993,373.109985,376.350006,376.350006,2978800,MA
